id,title,description,link,image_link,availability,price,brand,condition,google_product_category,product_type,shipping,mpn
bruna-tavares-bt-skin-d50,Base BT Skin D50 - Tom Dourado,Base líquida BT Skin para peles de tom dourado. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-d50,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin D50 Base Bruna Tavares.png,in stock,23 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-D50
bruna-tavares-bt-skin-d60,Base BT Skin D60 - Tom Dourado,Base líquida BT Skin para peles de tom dourado. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-d60,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin D60 Base Bruna Tavares.png,in stock,23.25 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-D60
bruna-tavares-bt-skin-f20,Base BT Skin F20 - Tom Frio,Base líquida BT Skin para peles de tom frio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-f20,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin F20 Base Bruna Tavares.png,in stock,22.25 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-F20
bruna-tavares-bt-skin-f30,Base BT Skin F30 - Tom Frio,Base líquida BT Skin para peles de tom frio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-f30,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin F30 Base Bruna Tavares.png,in stock,22.5 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-F30
bruna-tavares-bt-skin-f40,Base BT Skin F40 - Tom Frio,Base líquida BT Skin para peles de tom frio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-f40,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin F40 Base Bruna Tavares.png,in stock,22.75 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-F40
bruna-tavares-bt-skin-f50,Base BT Skin F50 - Tom Frio,Base líquida BT Skin para peles de tom frio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-f50,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin F50 Base Bruna Tavares.png,in stock,23 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-F50
bruna-tavares-bt-skin-f60,Base BT Skin F60 - Tom Frio,Base líquida BT Skin para peles de tom frio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-f60,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin F60 Base Bruna Tavares.png,in stock,23.25 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-F60
bruna-tavares-bt-skin-l10,Base BT Skin L10 - Tom Livre,Base líquida BT Skin para peles de tom livre. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-l10,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin L10 Base Bruna Tavares.png,in stock,23.5 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-L10
bruna-tavares-bt-skin-l20,Base BT Skin L20 - Tom Livre,Base líquida BT Skin para peles de tom livre. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-l20,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin L20 Base Bruna Tavares.png,in stock,23.75 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-L20
bruna-tavares-bt-skin-l30,Base BT Skin L30 - Tom Livre,Base líquida BT Skin para peles de tom livre. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-l30,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin L30 Base Bruna Tavares.png,in stock,24 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-L30
bruna-tavares-bt-skin-l40,Base BT Skin L40 - Tom Livre,Base líquida BT Skin para peles de tom livre. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-l40,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin L40 Base Bruna Tavares.png,in stock,24.25 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-L40
bruna-tavares-bt-skin-l50,Base BT Skin L50 - Tom Livre,Base líquida BT Skin para peles de tom livre. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-l50,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin L50 Base Bruna Tavares.png,in stock,24.5 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-L50
bruna-tavares-bt-skin-l60,Base BT Skin L60 - Tom Livre,Base líquida BT Skin para peles de tom livre. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-l60,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin L60 Base Bruna Tavares.png,in stock,24.75 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-L60
bruna-tavares-bt-skin-m10,Base BT Skin M10 - Tom Médio,Base líquida BT Skin para peles de tom médio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-m10,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin M10 Base Bruna Tavares.png,in stock,25 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-M10
bruna-tavares-bt-skin-m30,Base BT Skin M30 - Tom Médio,Base líquida BT Skin para peles de tom médio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-m30,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin M30 Base Bruna Tavares.png,in stock,25.25 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-M30
bruna-tavares-bt-skin-m40,Base BT Skin M40 - Tom Médio,Base líquida BT Skin para peles de tom médio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-m40,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin M40 Base Bruna Tavares.png,in stock,25.5 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-M40
bruna-tavares-bt-skin-m50,Base BT Skin M50 - Tom Médio,Base líquida BT Skin para peles de tom médio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-m50,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin M50 Base Bruna Tavares.png,in stock,25.75 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-M50
bruna-tavares-bt-skin-m60,Base BT Skin M60 - Tom Médio,Base líquida BT Skin para peles de tom médio. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-m60,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin M60 Base Bruna Tavares.png,in stock,26 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-M60
bruna-tavares-bt-skin-t10,Base BT Skin T10 - Tom Tropicália,Base líquida BT Skin para peles de tom tropicália. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-t10,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin T10 Base Bruna Tavares.png,in stock,26.25 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-T10
bruna-tavares-bt-skin-t20,Base BT Skin T20 - Tom Tropicália,Base líquida BT Skin para peles de tom tropicália. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-t20,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin T20 Base Bruna Tavares.png,in stock,26.5 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-T20
bruna-tavares-bt-skin-t30,Base BT Skin T30 - Tom Tropicália,Base líquida BT Skin para peles de tom tropicália. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-t30,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin T30 Base Bruna Tavares.png,in stock,26.75 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-T30
bruna-tavares-bt-skin-t40,Base BT Skin T40 - Tom Tropicália,Base líquida BT Skin para peles de tom tropicália. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-t40,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin T40 Base Bruna Tavares.png,in stock,27 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-T40
bruna-tavares-bt-skin-t50,Base BT Skin T50 - Tom Tropicália,Base líquida BT Skin para peles de tom tropicália. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-t50,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin T50 Base Bruna Tavares.png,in stock,27.25 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-T50
bruna-tavares-bt-skin-t60,Base BT Skin T60 - Tom Tropicália,Base líquida BT Skin para peles de tom tropicália. Tecnologia brasileira com acabamento natural aveludado e longa duração.,https://jchairstudios62.xyz/produto/bruna-tavares-bt-skin-t60,https://jchairstudios62.xyz/images/products/bruna-tavares-bt-skin/BT Skin T60 Base Bruna Tavares.png,in stock,27.5 EUR,Bruna Tavares,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,BT-SKIN-T60
premium-lipstick-01,Batom Premium Matte Luxo 01,Batom de alta pigmentação com acabamento matte e textura aveludada. Longa duração e conforto durante todo o dia.,https://jchairstudios62.xyz/produto/premium-lipstick-01,https://jchairstudios62.xyz/images/products/produtos_diversos/IMG-8713.png,in stock,28.6 EUR,Luxo Makeup,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,LM-BAT-001
premium-foundation-02,Base Líquida Premium Full Coverage 02,Base líquida de cobertura total que proporciona acabamento natural e duração de até 16 horas.,https://jchairstudios62.xyz/produto/premium-foundation-02,https://jchairstudios62.xyz/images/products/produtos_diversos/IMG-8716.png,in stock,33.44 EUR,Full Cover,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,FC-BAS-002
premium-concealer-03,Corretivo Premium High Definition 03,Corretivo de alta definição que oferece cobertura perfeita para olheiras e imperfeições.,https://jchairstudios62.xyz/produto/premium-concealer-03,https://jchairstudios62.xyz/images/products/produtos_diversos/IMG-8718.png,in stock,25.08 EUR,HD Makeup,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,HD-COR-003
premium-mascara-04,Máscara para Cílios Premium Volume 04,"Máscara para cílios que proporciona volume extremo e separação perfeita, sem grumos.",https://jchairstudios62.xyz/produto/premium-mascara-04,https://jchairstudios62.xyz/images/products/produtos_diversos/IMG-8720.png,in stock,23.58 EUR,Volume Max,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,VM-MAS-004
premium-eyeshadow-05,Paleta de Sombras Premium Luxury 05,Paleta com 12 sombras altamente pigmentadas em acabamentos matte e shimmer para looks versáteis.,https://jchairstudios62.xyz/produto/premium-eyeshadow-05,https://jchairstudios62.xyz/images/products/produtos_diversos/IMG-8725.png,in stock,39.6 EUR,Luxury Eyes,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,LE-PAL-005
premium-blush-06,Blush Premium Glow Natural 06,Blush de textura sedosa que proporciona cor natural e luminosidade saudável às bochechas.,https://jchairstudios62.xyz/produto/premium-blush-06,https://jchairstudios62.xyz/images/products/produtos_diversos/IMG-8727.png,in stock,21.56 EUR,Natural Glow,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,NG-BLU-006
premium-eyeliner-07,Delineador Premium Precision 07,Delineador líquido de alta precisão que permite traços perfeitos e duração prolongada.,https://jchairstudios62.xyz/produto/premium-eyeliner-07,https://jchairstudios62.xyz/images/products/produtos_diversos/IMG-8733.png,in stock,20.06 EUR,Precision Line,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,PL-DEL-007
premium-powder-08,Pó Compacto Premium Translúcido 08,"Pó compacto translúcido que fixa a maquiagem sem alterar as cores, com acabamento natural.",https://jchairstudios62.xyz/produto/premium-powder-08,https://jchairstudios62.xyz/images/products/produtos_diversos/IMG-8734.png,in stock,22.88 EUR,Translucent Pro,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,TP-POC-008
juliana-teste,juliana teste,Produto especial de teste com nome Juliana. Valor promocional de 1 euro para testes do sistema.,https://jchairstudios62.xyz/produto/juliana-teste,https://jchairstudios62.xyz/placeholder-product.jpg,in stock,1 EUR,JC Hair Studio,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,JC-JULIANA-TEST-001
produto-teste-001,🧪 Produto Teste - Email System,Produto específico para testar o sistema de emails de confirmação. Valor mínimo para facilitar testes de pagamento e notificações.,https://jchairstudios62.xyz/produto/produto-teste-email-system,https://jchairstudios62.xyz/placeholder-product.jpg,in stock,1 EUR,JC Hair Studio,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,TEST-EMAIL-001
elite-coloracao-premium-11,Elite Coloração Premium Pro 11,"Coloração profissional elite premium com tecnologia advanced. Oferece cobertura total, durabilidade superior e brilho intenso. Fórmula enriquecida com óleos nutritivos.",https://jchairstudios62.xyz/produto/elite-coloracao-premium-11,https://jchairstudios62.xyz/images/products/produtos_diversos/514342-F6-CCD2-48-B5-96-CE-2-A3-E48-F4485-D.png,in stock,19.71 EUR,Elite Pro,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,ELITE-COLOR-PREM-11
supreme-color-intensive-12,Supreme Color Intensive System 12,"Sistema de coloração supreme intensive com proteção UV e complexo antioxidante. Oferece cor vibrante, proteção solar e longa duração. Tecnologia profissional avançada.",https://jchairstudios62.xyz/produto/supreme-color-intensive-12,https://jchairstudios62.xyz/images/products/produtos_diversos/65408488-2-F2-B-4-C34-8265-4953-FBF033-C8.png,in stock,22.7 EUR,Supreme Color,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,SUP-COLOR-INT-12
luxury-color-diamond-13,Luxury Color Diamond Collection 13,"Coleção luxury de coloração diamond com tecnologia de brilho extremo. Oferece cor intensa, brilho diamante e nutrição profunda. Fórmula exclusiva com proteínas nobres.",https://jchairstudios62.xyz/produto/luxury-color-diamond-13,https://jchairstudios62.xyz/images/products/produtos_diversos/70845531-B3-EB-40-FA-A4-D3-D29350848-B87.png,in stock,25.43 EUR,Diamond Color,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,LUX-COLOR-DIAM-13
professional-color-platinum-14,Professional Color Platinum Advanced 14,"Coloração professional platinum com tecnologia anti-fade. Oferece cores duradouras, cobertura uniforme e proteção contra desbotamento. Sistema profissional avançado.",https://jchairstudios62.xyz/produto/professional-color-platinum-14,https://jchairstudios62.xyz/images/products/produtos_diversos/8-AF9-EB77-A783-417-B-82-E8-0-B1-D0268-DA00.png,in stock,23.32 EUR,Platinum Pro,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,PROF-COLOR-PLAT-14
royal-color-exclusive-15,Royal Color Exclusive Edition 15,"Coloração royal exclusive edition desenvolvida para salões de luxo. Fórmula premium com ingredientes nobres, cobertura excepcional e resultados profissionais únicos.",https://jchairstudios62.xyz/produto/royal-color-exclusive-15,https://jchairstudios62.xyz/images/products/produtos_diversos/96-E697-A3-2080-4-A09-A985-2-BE379-F8-D8-C0.png,in stock,28.34 EUR,Royal Exclusive,new,Health & Beauty > Personal Care,maquiagem-premium,PT::Standard:4.90 EUR,ROYAL-COLOR-EXC-15
bio-extratus-hidratacao-intensiva,Bio Extratus Hidratação Intensiva,Tratamento intensivo de hidratação com extratos naturais. Ideal para cabelos ressecados e danificados.,https://jchairstudios62.xyz/produto/bio-extratus-hidratacao-intensiva,https://jchairstudios62.xyz/images/products/bio_extratus_produtos_/bio_extratus_produtos__1.PNG,in stock,13.2 EUR,Bio Extratus,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,BE-HID-INT-001
premium-hidratacao-intensiva-1,Hidratação Premium Intensiva Advanced,Máscara de hidratação intensiva com fórmula exclusiva que repõe nutrientes perdidos e restaura a maciez natural dos cabelos.,https://jchairstudios62.xyz/produto/premium-hidratacao-intensiva-1,https://jchairstudios62.xyz/images/products/produtos_diversos/155-B6-F03-6326-45-F1-B128-C98-F218-F2-A23.png,in stock,16.28 EUR,Premium Hair,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,PHR-HID-001
nutricao-avancada-2,Nutrição Avançada Repair System,Tratamento nutritivo intensivo com complexo de vitaminas e proteínas que restaura a vitalidade dos fios danificados.,https://jchairstudios62.xyz/produto/nutricao-avancada-2,https://jchairstudios62.xyz/images/products/produtos_diversos/16-B50655-4465-477-A-95-C5-48-FC08-AAEAC1.png,in stock,14.78 EUR,Advanced Care,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,AC-NUT-002
reconstrucao-total-3,Reconstrução Total Protein Complex,Tratamento reconstructor intensivo que repõe proteínas essenciais e reconstrói a fibra capilar de dentro para fora.,https://jchairstudios62.xyz/produto/reconstrucao-total-3,https://jchairstudios62.xyz/images/products/produtos_diversos/1605-BFB8-97-D1-4-EAA-8-EEB-AD95-AD1657-B7.png,in stock,19.36 EUR,Total Repair,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,TR-REC-003
mascara-nutritiva-4,Máscara Nutritiva Argan & Karité,Máscara enriquecida com óleos naturais que nutrem profundamente e proporcionam brilho intenso aos cabelos.,https://jchairstudios62.xyz/produto/mascara-nutritiva-4,https://jchairstudios62.xyz/images/products/produtos_diversos/2-A39-E03-E-0-A0-D-4-F86-8-D5-D-F92-D6-DFE0-DF8.png,in stock,17.16 EUR,Natural Essence,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,NE-MAS-004
ampola-fortalecimento-5,Ampola Fortalecimento Intensivo,"Tratamento intensivo em ampola que fortalece os fios desde a raiz, prevenindo quebra e queda.",https://jchairstudios62.xyz/produto/ampola-fortalecimento-5,https://jchairstudios62.xyz/images/products/produtos_diversos/34-E687-F6-9783-48-DD-BCEF-03743-D43-FD26.png,in stock,22 EUR,Intensive Care,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,IC-AMP-005
serum-anti-frizz-6,Sérum Anti-Frizz Controle Total,"Sérum avançado que controla o frizz, define os cachos e proporciona proteção térmica durante a escovação.",https://jchairstudios62.xyz/produto/serum-anti-frizz-6,https://jchairstudios62.xyz/images/products/produtos_diversos/4-A0-CB406-3-AFE-43-B6-AFAB-6-D330-F38323-D.png,in stock,12.76 EUR,Smooth Control,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,SC-SER-006
oleo-capilar-7,Óleo Capilar Multivitamínico,"Óleo capilar enriquecido com vitaminas A, C e E que nutrem, hidratam e proporcionam brilho extraordinário.",https://jchairstudios62.xyz/produto/oleo-capilar-7,https://jchairstudios62.xyz/images/products/produtos_diversos/4-EFFA98-F-1-FFA-4-A43-97-CA-CE7080-D29-A94.png,in stock,15.14 EUR,Vitamin Hair,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,VH-OLE-007
creme-leave-in-8,Creme Leave-in Proteção Total,Creme sem enxágue que protege os cabelos dos raios UV e do calor das ferramentas de modelagem.,https://jchairstudios62.xyz/produto/creme-leave-in-8,https://jchairstudios62.xyz/images/products/produtos_diversos/514342-F6-CCD2-48-B5-96-CE-2-A3-E48-F4485-D.png,in stock,12.14 EUR,All Day Protection,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,ADP-LEA-008
mascara-reparadora-9,Máscara Reparadora Pós-Química,Máscara desenvolvida especificamente para reparar danos causados por processos químicos como relaxamento e alisamento.,https://jchairstudios62.xyz/produto/mascara-reparadora-9,https://jchairstudios62.xyz/images/products/produtos_diversos/65408488-2-F2-B-4-C34-8265-4953-FBF033-C8.png,in stock,18.92 EUR,Chemical Repair,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,CR-MAS-009
tonico-crescimento-10,Tônico Crescimento Acelerado,Tônico com ativos que estimulam a circulação do couro cabeludo e aceleram o crescimento natural dos fios.,https://jchairstudios62.xyz/produto/tonico-crescimento-10,https://jchairstudios62.xyz/images/products/produtos_diversos/70845531-B3-EB-40-FA-A4-D3-D29350848-B87.png,in stock,22.88 EUR,Growth Boost,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,GB-TON-010
spray-termoativo-11,Spray Termoativo Proteção Máxima,"Protetor térmico em spray que forma uma barreira protetiva contra o calor de secadores, chapinhas e babyliss.",https://jchairstudios62.xyz/produto/spray-termoativo-11,https://jchairstudios62.xyz/images/products/produtos_diversos/8-AF9-EB77-A783-417-B-82-E8-0-B1-D0268-DA00.png,in stock,13.73 EUR,Heat Shield,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,HS-SPR-011
condicionador-profundo-12,Condicionador Profundo Restaurador,"Condicionador intensivo que penetra profundamente na fibra capilar, restaurando maciez e elasticidade.",https://jchairstudios62.xyz/produto/condicionador-profundo-12,https://jchairstudios62.xyz/images/products/produtos_diversos/96-E697-A3-2080-4-A09-A985-2-BE379-F8-D8-C0.png,in stock,14.26 EUR,Deep Restore,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,DR-CON-012
serum-antiqueda-13,Sérum Antiqueda Fortalecedor,"Sérum com ativos que fortalecem a raiz, reduzem a queda e estimulam o crescimento de fios mais fortes.",https://jchairstudios62.xyz/produto/serum-antiqueda-13,https://jchairstudios62.xyz/images/products/produtos_diversos/A34-CFBA7-444-D-42-D8-999-F-F0-F4-CBCC9-FDE.png,in stock,25.08 EUR,Hair Defense,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,HD-SER-013
mascara-detox-14,Máscara Detox Purificante,"Máscara purificante que remove resíduos e impurezas, devolvendo leveza e movimento aos cabelos.",https://jchairstudios62.xyz/produto/mascara-detox-14,https://jchairstudios62.xyz/images/products/produtos_diversos/C169-E200-8976-49-A0-A11-D-1-CE29-D126301.png,in stock,16.54 EUR,Clean Hair,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,CH-MAS-014
ampola-shock-15,Ampola Shock Reconstruction,Tratamento de choque que reconstrói instantaneamente cabelos extremamente danificados em uma única aplicação.,https://jchairstudios62.xyz/produto/ampola-shock-15,https://jchairstudios62.xyz/images/products/produtos_diversos/CEC1-A0-BB-3-DC0-4-B31-AD8-B-B89-A11-A599-AD.png,in stock,28.16 EUR,Shock Therapy,new,Health & Beauty > Personal Care > Hair Care > Hair Treatments,tratamentos-capilares,PT::Standard:4.90 EUR,ST-AMP-015
